Distance, Run1, Run2, Run3, Run4, Run5, Avg, PacketLoss1, PacketLoss2, PacketLoss3, PacketLoss4, PacketLoss5, Avg_PacketLoss
6, 9.98, 9.96, 9.98, 9.94, 10.0, 9.972, 0, 0, 0.012, 0.41, 0, 0.0844
