Distance, Run1, Run2, Run3, Run4, Run5, Avg, PacketLoss1, PacketLoss2, PacketLoss3, PacketLoss4, PacketLoss5, Avg_PacketLoss
10, 9.98, 9.99, 9.98, 9.98, 9.96, 9.978, 0.012, 0, 0.035, 0, 0, 0.0094
