Distance, Run1, Run2, Run3, Run4, Run5, Avg, PacketLoss1, PacketLoss2, PacketLoss3, PacketLoss4, PacketLoss5, Avg_PacketLoss
14, 9.97, 9.98, 9.96, 9.98, 9.95, 9.968, 0.1, 0, 0, 0, 0.012, 0.0224
