Distance, Run1, Run2, Run3, Run4, Run5, Avg, PacketLoss1, PacketLoss2, PacketLoss3, PacketLoss4, PacketLoss5, Avg_PacketLoss
18, 9.98, 9.97, 9.93, 9.93, 9.98, 9.958, 0, 0.07, 0.058, 0.1, 0.023, 0.0502
